,Energy (kcal/mol)
5h5s,161.73795
5h7g,-178.06538
5h7h,-117.49018
5h8b,86.0794
5h8e,113.90746
5h8g,127.77845
5h8x,8.22301
5h9p,156.47922
5h9q,166.6366
5h9r,173.93635
5h9s,177.20504
5ha1,29.32157
5ha9,90.9629
5hbe,38.33562
5hbh,112.11021
5hbj,65.62919
5hbn,-506.68802
5hbs,41.55687
5hcl,-11.51624
5hct,111.62158
5hcv,104.74312
5hcx,104.52009
5hcy,74.96437
5hd0,-231.39508
5hda,182.88449
5hdu,-236.87943
5hdv,-251.53872
5hdx,-250.50709
5hdz,-255.32578
5he0,-37.58821
5he1,-26.40392
5he2,-43.91619
5he3,-21.97141
5he4,-266.34193
5he5,-262.65142
5he7,-257.5121
5heb,137.26309
5hed,127.17937
5hes,24.67735
5hex,57.9261
5hey,192.45851
5hf1,140.13197
5hfb,108.95473
5hfc,140.1489
5hff,158.32329
5hfj,80.24822
5hfu,81.94377
5hg1,70.56612
5hg5,63.47425
5hg7,-48.15505
5hg8,-36.90099
5hg9,-66.00334
5hgc,128.57114
5hgq,45.28665
5hhx,302.57869
5hi7,124.12258
5hip,68.4052
5his,33.93953
5hj9,
5hja,
5hjb,-58.01541
5hjc,-68.83617
5hjd,-39.82485
5hjq,387.49966
5hk1,63.61206
5hk2,30.26521
5hk9,-34.36164
5hka,46.25243
5hkb,24.96104
5hkh,54.40062
5hki,
5hkm,-62.1882
5hl9,84.16202
5hlb,15.81622
5hld,10.77627
5hlm,
5hln,-48.64851
5hlp,68.18193
5hls,61.07071
5hlw,-2.32699
5hm0,90.58507
5hm3,-83.25119
5hmh,175.67977
5hmi,194.05453
5hmk,216.31345
5hmy,131.75303
5hn0,71.18382
5hn7,98.62569
5hn8,69.89065
5hn9,127.8164
5hna,-40.271
5hng,16.27157
5ho6,89.56375
5ho7,38.85299
5ho8,-76.12328
5hoa,69.10647
5hog,240.34623
5hor,90.33478
5hpm,-419.2332
5hrv,39.54439
5hrw,63.52126
5hrx,63.46002
5htb,36.9714
5htc,85.79379
5htl,-182.99794
5htz,-246.40372
5hu0,-58.32293
5hu1,-213.94442
5hu9,261.33221
5huw,7.53762
5huy,-331.45953
5hv0,126.4775
5hv1,588.03838
5hva,-205.11711
5hvp,26.96464
5hvs,124.15351
5hvt,20.43711
5hvy,-70.83715
5hwu,-223.18037
5hwv,18.48211
5hx6,96.09683
5hx8,110.78817
5hyq,-279.52099
5hyr,-121.83489
5hyx,-84.59094
5hz5,41.35294
5hz6,67.34772
5hz8,43.95336
5hz9,56.09957
5hzn,66.76409
5hzx,-83.91546
5i0b,20.30677
5i0l,68.87178
5i12,61.05445
5i13,39.17579
5i1q,67.42917
5i22,-375.91522
5i23,46.30157
5i24,42.1683
5i25,206.24867
5i29,38.34304
5i2e,-30.1556
5i2f,-156.109
5i2i,-389.59882
5i2r,117.34292
5i2z,122.04255
5i38,20.40792
5i3a,-5.78932
5i3m,87.51907
5i3v,5.45686
5i3w,58.0046
5i3x,40.80709
5i3y,44.55522
5i40,0.78073
5i43,95.59123
5i4o,154.59366
5i4v,95.82124
5i56,29.18716
5i58,21.23644
5i59,24.28618
5i5x,-74.46059
5i5z,65.55581
5i7u,-147.88539
5i7x,35.93721
5i7y,40.4168
5i80,36.85546
5i83,54.04527
5i86,46.16013
5i88,38.47155
5i89,91.66269
5i8b,84.14509
5i8c,133.42801
5i8g,83.28347
5i8p,-61.50329
5i94,6.37182
5i9i,129.27314
5i9x,289.18524
5i9y,50.0166
5i9z,247.15669
5ia0,65.45987
5ia1,33.6448
5ia2,-52.5288
5ia3,-32.88928
5ia4,140.04453
5ia5,136.86615
5iaw,-171.50984
5iay,367.2416
5ick,-168.52959
5icp,89.79433
5icv,18.7825
5icx,-342.92346
5icy,-369.37333
5icz,-328.65159
5id0,-385.07328
5id1,-406.56064
5idn,59.67217
5idp,8.76035
5ie1,-0.48059
5iee,106.49393
5ief,119.06114
5ieg,126.50845
5iez,85.85303
5if4,115.64316
5ifu,-127.13389
5igk,-53.65351
5igl,-52.36607
5igm,-24.56821
5igq,279.84841
5ih2,-154.02962
5ih5,-23.65327
5ih6,-22.52836
5ih8,66.81785
5ih9,213.69696
5iha,178.35455
5ihc,73.45253
5ihh,35.79921
5ii1,64.03437
5ii2,20.09073
5iis,82.64732
5ij7,42.36099
5ijj,2505.47062
5ijp,2510.20537
5ikb,19.76369
5il1,85.46878
5im3,74.37974
5ime,-18.3807
5in9,65.27742
5inh,
5iok,-136.94305
5iop,-332.8203
5ioy,-70.60053
5ioz,-7.82904
5ipa,-16.4814
5ipc,-181.2782
5ipj,-119.18538
5iq6,121.92248
5iql,-43.38561
5ir1,-336.19876
5irr,-321.13411
5isl,36.56504
5ism,191.7453
5isz,194.85013
5itd,95.66079
5itf,-329.74268
5ito,-160.64794
5itp,-160.60037
5iu2,206.83344
5iu4,-25.062
5iu7,20.47871
5iu8,183.63694
5iua,87.16617
5iub,121.11428
5iug,132.1812
5iuh,116.07395
5iui,131.13405
5iv2,-282.3648
5iv4,-132.50696
5ivc,57.45318
5ive,97.92637
5ivf,-16.47506
5ivj,-19.61655
5ivn,-190.47156
5ivs,73.01329
5ivt,225.26176
5ivv,44.35192
5ivy,38.4399
5ivz,-272.08489
5iw0,124.52147
5iwg,32.40457
5ix0,42.45119
5ix1,-128.2896
5ixf,52.70484
5ixq,73.94221
5ixt,66.6824
5iy4,-81.4407
5iyv,-10.44787
5izc,-38.44837
5izf,-314.63325
5izj,-349.85591
5izk,-192.86826
5izl,-81.38174
5izm,-384.0931
5izq,-110.11571
5izu,-24.97286
5j0d,76.47687
5j18,173.03657
5j19,14.99218
5j1r,33.5578
5j1v,-31.52891
5j1w,-62.82282
5j31,225.76769
5j32,128.14361
5j3l,-41.81538
5j3s,-44.54902
5j3v,226.1844
5j41,121.0632
5j47,123.04563
5j4n,-136.45617
5j4v,64.47267
5j4y,51.17852
5j58,24.63437
5j59,14.45917
5j5d,48.58642
5j5r,35.41113
5j5t,33.42018
5j5x,-568.1761
5j6a,-56.35388
5j6d,-146.11735
5j6s,27.62536
5j71,-43.12819
5j74,75.52297
5j75,36.65205
5j79,68.53769
5j7b,107.31557
5j7f,36.81453
5j7g,36.52373
5j7h,187.47679
5j7p,64.1978
5j7q,24.92914
5j7s,69.72777
5j7w,114.73116
5j87,184.13492
5j8i,86.35273
5j8x,
5j8z,-103.30529
5j9f,-138.69612
5j9k,58.11519
5j9l,67.98266
5j9y,17.15084
5j9z,1.06038
5ja0,32.85683
5jah,-57.72229
5jal,0.71049
5jan,-89.88714
5jao,40.7035
5jap,39.07938
5jar,101.86742
5jas,32.79927
5jat,33.7563
5jau,72.52055
5jaz,74.57329
5jbi,60.60744
5jc1,60.21938
5jcb,87.15253
5jcj,51.71688
5jdc,46.41599
5jdi,49.06421
5jek,293.27169
5jeo,219.53623
5jer,148.98317
5jf1,41.94245
5jf2,19.34037
5jf3,18.33319
5jf4,52.38885
5jf5,53.42947
5jf6,57.06312
5jf7,51.05814
5jf8,-24.53641
5jfp,2.6401
5jfr,68.84094
5jfu,10.66024
5jg1,6.17368
5jga,54.9253
5jgb,137.25825
5jgd,68.52212
5jh6,95.83803
5jha,-59.67653
5jhb,-157.00018
5jhd,201.84131
5ji6,73.74812
5ji8,-40.85734
5jic,-74.98824
5jid,138.29419
5jim,151.99713
5jin,-0.83198
5jiq,39.05645
5jiy,-10.26968
5jjm,159.45255
5jjr,-29.13364
5jjs,-41.29793
5jk3,-23.5782
5jlz,189.76047
5jmp,53.39145
5jmw,61.36157
5jnl,82.64463
5jnn,45.12453
5jo0,59.63077
5jog,106.70198
5joh,103.2816
5jop,329.51538
5jox,85.86356
5jpt,-104.38321
5jq5,94.96904
5jq7,119.7071
5jq8,76.05707
5jq9,-37.45782
5jqb,61.14257
5jr2,-44.53821
5jr6,108.23689
5jrq,30.14064
5jrs,89.56626
5js3,-63.27353
5jsg,123.74994
5jsj,184.1275
5jsm,121.24501
5jsq,-215.20413
5jss,-64.22315
5jt2,70.91742
5jt9,-88.718
5jur,34.29782
5juz,126.99746
5jv0,96.54068
5jv1,94.62005
5jv2,72.32596
5jvi,-80.71386
5jxn,-80.98309
5jxq,-112.23213
5jy0,22.64112
5jy3,126.62045
5jyo,27.19728
5jyp,14.60254
5jyy,-209.24018
5jz9,29.83862
5jzb,-85.2584
5jzi,153.34296
5jzn,206.69609
5jzs,33.68267
5k00,9.59397
5k03,46.85634
5k05,47.85037
5k09,63.55981
5k0b,62.54886
5k0c,72.05048
5k0f,66.70651
5k0h,25.49561
5k0i,15.76282
5k0j,91.92917
5k0s,-3.99779
5k0t,-42.1714
5k0x,-56.06316
5k13,157.34278
5k1d,-249.38967
5k1f,-0.91341
5k1i,134.14414
5k1v,-22.38231
5k4i,5.23678
5k4j,6.4078
5k4l,-18.16007
5k4x,-5.31945
5k4z,13.81406
5k51,44.24984
5k5e,67.8526
5k5n,38.58326
5k5s,10.4926
5k6a,23.88777
5k6s,328.89558
5k76,68.90293
5k7h,-20.22653
5k8n,54.52273
5k8o,35.49579
5k8s,-39.56085
5k8v,-102.97305
5k9w,85.52856
5ka1,85.54546
5ka3,85.46413
5ka7,85.4753
5ka9,85.41027
5kab,167.13337
5kad,85.42213
5kam,41.82786
5kap,33.51802
5kat,109.08092
5kau,83.55202
5kax,88.54905
5kbe,5.71321
5kbf,-39.48615
5kbg,9.77146
5kbh,2.3594
5kbi,4.67409
5kbq,39.87092
5kbr,72.84539
5kby,-51.84147
5kcb,67.95159
5kcv,113.90911
5kcx,137.18071
5kde,-49.44246
5kdf,-156.80585
5kdr,-70.92048
5ke0,-53.51776
5kej,39.08199
5kew,68.9907
5kez,-33.59585
5kgn,109.64953
5kgw,150.60524
5kgx,151.12604
5khd,-197.18426
5khg,-192.57497
5khh,-38.50782
5khi,-17.22198
5khj,-137.30925
5khk,-100.3687
5khm,139.13869
5khx,-60.24959
5kit,33.85024
5kj0,50.12038
5kjk,132.91844
5kjm,206.12825
5kjn,188.21913
5kkr,54.59306
5klp,2514.24928
5kls,86.99213
5kly,-88.33136
5klz,-18.6874
5km0,27.18196
5km1,-235.92057
5km2,-203.7217
5km3,-101.12152
5km5,-22.02866
5km9,80.77473
5kma,-230.5487
5kmf,89.78174
5kmh,143.19292
5knj,-162.25608
5knr,98.16595
5kns,153.35406
5knt,-77.26358
5knu,62.55205
5knv,147.45388
5knx,316.74428
5ko1,138.76422
5koq,22.32759
5kos,62.91764
5kq5,168.45143
5kqd,-37.70707
5kqf,-79.04455
5kqg,58.24547
5kql,85.41543
5kqx,132.35303
5kqy,10.91336
5kr0,-11.32068
5kr1,12.56731
5kr2,133.45464
5kr8,-79.21941
5kre,3.77348
5ks7,-69.26117
5ksu,147.21008
5ksv,181.84715
5ksx,-128.75022
5ktu,-8.46376
5ktw,20.55651
5ktx,22.98261
5ku3,16.0213
5ku9,70.06729
5kup,98.12679
5kv8,132.5427
5kv9,139.07083
5kva,82.65635
5kww,20.37142
5kx7,59.31239
5kx8,78.89804
5kxc,198.52557
5kxi,22.53887
5kya,67.88909
5kyj,79.32257
5kyk,-208.02447
5kz0,43.09543
5kzi,130.38948
5kzp,-0.72565
5kzq,11.34148
5l01,-45.75273
5l0c,187.30393
5l0h,193.22885
5l13,36.59354
5l15,-34.39085
5l17,-96.94531
5l26,-15.21515
5l2i,36.5266
5l2m,22.43988
5l2n,64.22433
5l2o,36.59706
5l2s,166.63823
5l2t,39.82397
5l2w,65.81789
5l2y,105.19485
5l2z,123.48595
5l30,71.41311
5l3a,-17.97306
5l3e,-18.56015
5l3f,449.16543
5l3g,482.18151
5l3j,57.96911
5l44,79.69854
5l4e,-87.83581
5l4f,82.30478
5l4h,-128.46014
5l4i,11.67685
5l4j,65.1393
5l4m,72.17921
5l6h,-38.17907
5l6i,-126.68405
5l6j,6.64483
5l6o,18.45874
5l6p,-10.65252
5l72,113.71219
5l7e,-24.36046
5l7f,483.91158
5l7g,16.57518
5l7h,-17.3902
5l7k,113.88968
5l87,51.1012
5l8a,83.47205
5l8n,-20.71719
5l8o,103.30301
5l8t,38.05613
5l96,36.40381
5l97,28.27378
5l98,83.5901
5l99,60.53867
5l9g,70.92794
5l9i,76.29852
5l9l,73.32731
5l9o,60.53728
5lav,193.84743
5law,138.74918
5lax,140.57281
5lay,184.40043
5laz,142.66617
5lb7,85.70876
5lbq,-67.1784
5lc0,
5lca,80.6215
5lcf,59.3967
5lch,87.79892
5lcj,-66.34099
5lck,-46.78277
5ld8,-24.69161
5ldk,98.27672
5ldm,-39.07736
5ldo,-28.98107
5ldp,92.84096
5le1,30.11598
5lg3,69.78213
5lgn,14.0621
5lgo,98.40007
5lgp,-114.1103
5lgq,5.17244
5lgr,-94.72721
5lgs,-0.07134
5lgt,34.222
5lgu,41.55036
5lh8,69.79524
5lhg,37.57901
5lhh,72.53938
5lhi,64.1347
5lhu,-1.26744
5li3,55.83994
5lif,40.38219
5lj0,135.71882
5lj1,120.22609
5lj2,79.04315
5ljj,-43.47315
5ljq,-0.90184
5ljt,-1.28542
5lkr,53.9513
5ll4,-16.41301
5ll5,-16.52821
5ll9,-36.0001
5lla,-42.41252
5lli,92.10284
5llm,77.69603
5lm4,76.46285
5lm6,54.30914
5lma,84.89768
5lmb,59.25063
5lmk,146.60472
5lne,139.16311
5loh,168.63096
5lom,66.22623
5lp1,129.35153
5lp6,134.15361
5lpj,8.32176
5lpk,8.25301
5lpl,42.0562
5lpm,43.21098
5lpr,
5lqf,-156.15332
5lqq,98.2315
5lrg,-179.58878
5lrj,-5.93424
5lrk,-179.81517
5ls6,84.40571
5lsc,22.54441
5lsg,193.20061
5lsh,384.97561
5lso,-107.97794
5lss,77.69247
5lsx,82.92538
5lsy,78.43597
5lt6,78.46144
5lu2,-470.11541
5lub,141.48119
5lud,-6.10171
5luu,32.22082
5lvd,-77.53381
5lvf,274.04981
5lvl,71.07816
5lvn,79.60851
5lvq,22.40318
5lvr,40.64131
5lwd,-79.36741
5lwe,55.95042
5lwm,56.1169
5lwn,65.77664
5lws,194.95901
5lx6,11.80105
5lxb,92.01828
5lxc,39.13925
5lxd,45.99618
5lxp,-10.10107
5ly1,-133.74803
5ly2,86.76494
5ly3,-405.78612
5lyh,-58.81013
5lyn,244.25614
5lyr,79.06713
5lyw,-18.86611
5lyx,144.81193
5lyy,-34.12447
5lz2,-8.01876
5lz4,25.39566
5lz5,51.93911
5lz7,52.45564
5lz8,33.45328
5lz9,43.54397
5lzg,211.9421
5lzh,211.36137
5lzj,142.17408
5m04,-228.03947
5m0d,120.57444
5m0m,40.25269
5m0s,23.773
5m17,153.01737
5m1z,200.76179
5m23,-9.03671
5m25,-20.20118
5m28,264.78366
5m29,
5m2q,
5m2v,43.7905
5m34,
5m39,79.33787
5m3a,64.39222
5m3b,
5m44,6.96593
5m4c,9.60343
5m4f,71.54494
5m4i,81.07144
5m4k,49.77417
5m4q,-0.3272
5m4u,71.60708
5m51,-100.49699
5m53,-84.44535
5m55,-46.2457
5m56,71.92276
5m57,-148.5803
5m5d,145.47678
5m5q,107.1434
5m63,1019.98584
5m6f,298.23511
5m6h,342.48786
5m6m,274.53841
5m6u,-40.61268
5m77,255.28673
5m7m,16.45176
5m7s,43.00667
5m7t,84.22326
5m7u,107.06816
5m9d,518.30479
5m9w,23.54931
5ma7,-64.92176
5mae,-22.33384
5maj,-60.72998
5mar,27.78551
5mat,10.14429
5mav,-102.49527
5meh,99.85559
5mek,56.95546
5mes,122.61513
5mev,125.4326
5mf6,35.09825
5mfr,38.92422
5mfs,62.25765
5mft,62.40843
5mg2,62.33582
5mge,-26.40502
5mgf,15.72112
5mgg,6.12543
5mgj,-26.24791
5mgk,17.17419
5mgl,6.11341
5mgm,24.84601
5mgx,238.26861
5mhp,202.96167
5mi5,92.75296
5mi6,32.03486
5mi7,83.95267
5mih,122.01418
5mim,-443.14509
5mja,19.47101
5mjb,-3.70683
5mjn,-80.773
5mk1,20.46237
5mk3,-9.88332
5mk9,651.46883
5mka,721.17686
5mkj,53.81849
5mkr,57.21339
5mks,64.55039
5ml2,-40.82025
5ml3,-109.88153
5ml4,-45.30577
5ml5,-4.66055
5ml6,-46.02265
5ml8,-15.7524
5mlo,-133.51103
5mlw,-130.18746
5mm9,-23.52595
5mmn,-54.09714
5mmp,-21.53722
5mn1,-35.07149
5mnb,-35.07153
5mnc,6.9072
5mnr,-91.39634
5mnx,-35.07156
5mny,6.90339
5mo8,10.4328
5mob,16.99193
5moc,154.35363
5mod,32.11116
5moe,28.00089
5mon,-35.07151
5moo,6.9048
5mpz,5.38776
5mqe,-39.32063
5mql,238.50407
5mqt,190.41947
5mqv,6.32718
5mqy,113.28427
5mra,132.34783
5mrb,146.99389
5mrd,-9.45761
5mrh,216.03571
5mri,-67.80221
5mrm,62.93655
5mro,42.93429
5mrp,76.39168
5mt0,-5.5753
5mt4,-41.46922
5mte,39.7496
5mts,165.7947
5mtv,-300.57312
5mtx,212.39254
5mty,117.00993
5mw2,-0.77905
5mw3,21.76964
5mw4,11.97002
5mw6,92.62624
5mwd,88.31605
5mwj,4.06038
5mwo,22.05488
5mxf,82.46457
5mxk,16.45788
5mxo,-96.90005
5mxv,-135.6709
5mxx,152.93252
5my8,180.81753
5myd,-216.17828
5myg,10.97589
5myk,132.64126
5myl,32.80178
5mym,39.73677
5myn,18.80847
5myo,-2.64816
5myr,4.88094
5mys,48.42995
5myv,152.51899
5myx,-10.50523
5mz3,30.79455
5mz8,60.53288
5n0d,-0.36782
5n0e,9.8528
5n0f,148.63758
5n16,178.44687
5n17,92.01171
5n18,84.19099
5n1r,3.42949
5n1s,-44.86758
5n1v,99.67812
5n1x,112.35437
5n1y,197.84969
5n1z,92.60542
5n20,147.00791
5n21,15.03987
5n24,-17.61357
5n25,-24.69977
5n2d,52.63753
5n2f,1.64626
5n2t,-131.26198
5n2x,-67.41152
5n2z,-124.52418
5n31,26.40616
5n34,-112.22405
5n3v,-235.88347
5n3w,30.75206
5n3y,-107.99801
5n49,51.43243
5n4s,61.55825
5n4t,68.13972
5n53,13.21576
5n55,143.11748
5n58,143.04545
5n69,71.3215
5n6s,44.12132
5n7g,75.67887
5n7v,56.15078
5n7x,25.86984
5n84,29.40951
5n87,149.6311
5n8b,107.60754
5n8e,-119.16096
5n8j,114.126
5n8t,94.76816
5n8v,141.70846
5n8w,-3.50147
5n93,8.82879
5n99,8.45327
5n9r,-7.23073
5n9s,57.8688
5n9t,59.22248
5na0,205.46037
5nad,90.36497
5nai,144.12169
5nar,23.29384
5naw,47.70907
5nb6,17.59896
5nb7,43.79221
5nba,21.76036
5nbw,78.35376
5ncy,-9.63292
5ncz,11.37259
5ndd,42.19469
5ndf,33.87562
5ne1,
5ne3,11.50945
5ne5,94.69598
5nea,-41.43581
5neb,76.90179
5nee,47.6329
5nev,-97.56317
5nf5,45.62698
5nf6,45.68317
5nf9,140.17272
5nfa,138.04752
5nfb,170.20363
5nfh,-74.68073
5ng9,46.86477
5ngb,134.40347
5nge,-1.0161
5ngf,-3.51244
5ngr,-95.95056
5ngs,-40.75289
5ngt,-28.63891
5ngu,49.8079
5ngz,14.45705
5nhf,-61.38753
5nhh,-55.86777
5nhj,-12.06768
5nhl,4.11362
5nho,5.56583
5nhp,-1.54313
5nhv,-106.73149
5nhy,52.95919
5nhz,18.23757
5ni0,20.1589
5nih,72.56457
5nin,89.04349
5njx,-51.92311
5njz,17.65958
5nk2,46.41992
5nk3,41.22195
5nk4,87.16779
5nk6,35.5022
5nk7,54.76488
5nk8,49.49356
5nk9,43.32879
5nka,36.06512
5nkb,166.10177
5nkc,27.28445
5nkd,41.94323
5nkg,29.32421
5nkh,44.54524
5nki,112.46243
5nkk,-247.42229
5nme,192.37662
5nmf,166.30421
5nmg,156.30572
5nn4,39.25004
5nn5,106.49269
5nn6,147.89786
5nob,57.38
5npb,9.89979
5npc,6.68543
5npd,101.83631
5npe,103.57506
5npf,10.46917
5nqe,34.21585
5nsp,97.89968
5ntk,120.5871
5ntp,84.94762
5ntq,136.25257
5ntt,35.24073
5ntw,95.73859
5nu1,80.22493
5nu3,15.41908
5nu5,9.18394
5nvv,97.77234
5nvw,77.29314
5nvx,92.762
5nvy,52.50872
5nvz,90.91785
5nw0,73.18523
5nw1,74.45765
5nw2,56.41293
5nwi,10.34909
5nwk,18.80009
5nx2,212.38024
5nxq,283.5242
5nyz,-215.92271
5nz2,-201.26347
5nzo,47.03256
5nzp,24.33936
5nzq,18.31666
5o07,-142.79601
5o0a,57.47831
5o0b,43.89906
5o0s,9.9126
5o11,57.14066
5o2d,4.90932
5o45,290.80765
5o4f,72.28524
5o4y,214.9989
5o4z,29.26454
5o58,-255.6278
5o83,-18.0693
5o91,149.71577
5obj,54.23788
5obr,39.24566
5odu,94.80523
5oei,126.22408
5ofi,135.37518
5ofu,-20.47897
5ofv,33.46771
5ofw,2.29726
5ofx,291.76948
5ogk,-262.29147
5ogl,34.49135
5ohj,42.72174
5oku,48.78449
5om9,22.64126
5one,26.93472
5oot,232.58565
5op2,171.86357
5op4,-37.87882
5op5,72.39536
5op6,-49.51296
5op8,42.32761
5opb,68.12938
5opc,121.44789
5opr,106.68922
5ops,36.83492
5opu,3.76818
5opv,-8.17845
5oq4,-122.71367
5oq5,236.4815
5oq6,230.90769
5oq7,171.46301
5oq8,171.26242
5or9,43.54786
5orb,71.14987
5org,-158.59127
5orl,28.90876
5orr,82.49727
5ort,19.00573
5orv,-10.40681
5orw,35.87091
5orx,52.5447
5ory,16.51665
5orz,11.4952
5os0,127.39274
5os1,18.33942
5os2,7.14257
5os3,15.07061
5os4,-18.46469
5os5,9.17731
5osd,122.62811
5ose,-74.79961
5osk,-142.02526
5ot8,-159.66981
5ot9,61.62759
5ota,10.91488
5otc,0.02715
5oug,-37.16604
5ouh,75.93538
5oui,-20.8375
5ov9,99.97507
5ovr,186.02312
5ovx,184.56316
5ow1,274.46041
5ox5,-64.3491
5ox6,135.38655
5oxg,202.66394
5prc,-235.90106
5pzm,47.38077
5pzn,28.95669
5q0d,1.58758
5q0e,-0.69466
5q0f,22.26604
5q0g,6.91248
5q0h,15.26405
5q0i,51.34675
5q0j,44.40318
5q0l,47.47681
5q0m,169.71021
5q0n,87.1938
5q0o,90.80839
5q0p,81.40894
5q0q,-7.59449
5q0r,-25.76584
5q0s,81.68933
5q0t,7.86083
5q0u,-6.56932
5q0v,70.61131
5q0w,15.04981
5q0x,106.71323
5q0y,85.61727
5q0z,88.97802
5q10,55.1855
5q11,11.5757
5q12,105.37335
5q13,38.75173
5q14,86.75499
5q15,53.25456
5q16,40.76582
5q17,17.24953
5q18,66.40216
5q19,46.4076
5q1a,86.26312
5q1b,89.59724
5q1c,27.39344
5q1d,53.93114
5q1e,5.30628
5q1f,22.798
5q1g,-47.37757
5q1h,37.89175
5q1i,26.1506
5qbv,51.82573
5qby,1.95313
5qc4,121.92211
5qck,111.18179
5qcl,123.48286
5qcm,64.64173
5qcn,115.41144
5std,53.07041
5sve,110.26079
5svi,-171.03803
5svk,60.215
5svl,59.76655
5svx,-83.74979
5svy,-94.42203
5svz,-346.67594
5swf,229.79942
5swg,8.76623
5sxk,9.83927
5sxm,-139.60604
5sxn,13.15002
5sy2,7.35297
5sy3,-10.82191
5sym,160.42285
5syn,141.8423
5sz0,-31.31883
5sz1,-26.97291
5sz2,-16.69691
5sz3,-7.63675
5sz4,-31.45816
5sz5,-26.92874
5sz6,-19.60867
5sz7,-8.51675
5sz9,24.68624
5t18,63.41721
5t19,-117.95325
5t1a,42.5229
5t1i,-411.85125
5t1k,-303.94239
5t1l,-324.47838
5t1m,-386.81489
5t1s,116.23722
5t1t,45.4687
5t1u,45.83021
5t1w,86.30849
5t23,212.60579
5t27,223.68429
5t28,197.77217
5t2b,164.8924
5t2d,230.50188
5t2g,197.46755
5t2i,153.62113
5t2l,188.62884
5t2m,166.28294
5t2p,-36.57203
5t2y,10.56391
5t35,233.73364
5t36,30.84682
5t37,-5.8181
5t3n,-16.63936
5t4b,47.61144
5t4e,-84.93604
5t4f,-32.6647
5t4h,47.47139
5t4u,15.98731
5t4v,22.20592
5t52,62.11782
5t54,227.50755
5t66,
5t68,-34.78658
5t6f,-47.44588
5t6g,-65.58255
5t6j,176.15874
5t6p,-171.10514
5t6z,103.02248
5t70,57.3936
5t78,-113.5361
5t7s,173.72961
5t8e,67.23399
5t8j,69.76023
5t8o,31.55752
5t8p,73.4122
5t8q,-10.05897
5t8r,-41.2654
5t90,-88.65909
5t92,84.2199
5t97,97.20309
5t9u,150.51381
5t9w,126.98471
5t9z,166.36602
5ta2,167.66401
5ta4,153.01385
5ta6,-44.05822
5tb6,13.1472
5tbe,205.73689
5tbm,110.40941
5tbn,-19.23117
5tbp,92.04587
5tc0,53.07664
5tca,36.27317
5tcc,34.70726
5tci,90.5949
5tcj,90.62874
5tco,231.98129
5tcy,11.99729
5td2,114.17371
5td7,140.01216
5tdb,-107.92051
5tdi,191.85134
5tdr,-49.81957
5tdw,-23.82414
5tef,-462.16975
5teg,-234.27624
5tex,153.9292
5tfx,-80.36942
5tg1,-38.22078
5tg2,-55.10725
5tg4,
5tg5,
5tg6,
5tg7,
5tgy,
5th2,-401.40408
5th4,54.52454
5tha,-216.1329
5thi,42.95638
5thj,42.9554
5thn,19.45978
5tho,46.1772
5ti0,21.46872
5ti2,-25.23084
5ti3,-35.62608
5ti4,-15.69423
5ti5,-21.68816
5ti6,-63.05448
5ti7,-21.03244
5tiu,90.21235
5tjx,35.66106
5tkb,22.06599
5tkd,-38.53595
5tks,7.52429
5tkt,18.86159
5tku,-1.21536
5tl9,33.87363
5tln,49.52339
5tmn,32.95411
5tmp,-59.25281
5tnt,56.83952
5to8,-108.76221
5tob,-164.35598
5toe,121.2395
5tol,-48.34307
5toz,-8.66619
5tp0,4.55908
5tpb,108.33506
5tpc,560.49853
5tpg,-23.90107
5tpx,84.24083
5tq1,292.30003
5tq3,45.36882
5tq4,-13.07465
5tq5,37.68992
5tq6,-36.9336
5tq7,-7.33401
5tq8,186.78556
5tqe,101.36999
5tqf,127.60579
5tqg,169.42428
5tqs,42.52158
5tqu,-11.84462
5tr6,13.28596
5trf,90.75621
5trg,43.45365
5trh,95.10165
5tri,121.13711
5trj,202.80452
5trk,115.25744
5trr,21.4332
5trs,90.80374
5try,49.99694
5ts0,49.8381
5tt3,4.31308
5tt7,-71.62371
5tt8,-92.32053
5tts,-13.52778
5ttu,5.94117
5ttv,15.66639
5ttw,137.08635
5tuo,-57.13259
5tuq,31.54111
5tur,137.29017
5tus,116.34681
5tuy,2.28743
5tuz,-5.33472
5tv1,2502.99912
5tv3,-81.91596
5tvn,72.43203
5tw2,129.20924
5tw3,-11.19282
5tw5,150.77487
5twg,49.9569
5twh,-165.37013
5twj,78.32979
5two,60.96491
5twx,17.2438
5tx5,69.88554
5txy,-28.27199
5ty1,-25.94384
5ty8,-28.25412
5ty9,-25.89321
5tya,-28.21557
5tyh,-9.11667
5tyr,-24.27616
5tys,-38.80601
5tz3,102.70622
5tza,81.85696
5tzc,98.44658
5tzd,-196.96451
5tzf,-525.82651
5tzg,-524.20565
5tzh,98.36886
5tzo,54.28865
5tzw,97.47299
5tzx,97.84633
5tzy,56.11932
5tzz,98.3998
5u00,99.23862
5u0d,-2.31907
5u0e,-20.73158
5u0f,-10.97489
5u0g,-33.88471
5u0w,-162.51014
5u0y,-45.60435
5u0z,-213.47334
5u11,-91.28379
5u12,-67.3711
5u13,-280.05742
5u14,-371.40624
5u28,111.14478
5u2c,109.92987
5u2e,80.002
5u2f,111.02296
5u2j,58.28741
5u3b,88.57589
5u48,
5u49,14.65508
5u4a,
5u4b,44.77219
5u4c,
5u4d,52.43852
5u4e,
